age,gender,education,province,employment_status,industry,marital_status,location_type,years_experience,work_hours_per_week,income,health_score,life_satisfaction
24,male,high_school,Quebec,employed,finance,married,urban,7,40.5,4645.61,87.25,6.95
42,female,bachelors,Quebec,employed,tech,single,urban,24,45.7,64562.42,70.51,5.36
38,female,bachelors,BC,student,finance,single,urban,26,49.5,66130.55,88.53,6.11
32,male,bachelors,Alberta,employed,education,married,rural,14,31.3,48708.97,84.99,6.69
18,male,high_school,BC,employed,retail,single,suburban,6,30.9,-15866.36,89.55,8.38
29,non_binary,bachelors,Prairies,employed,tech,divorced,suburban,5,60.9,53180.75,81.09,7.55
75,male,masters,Ontario,employed,education,divorced,urban,54,39.0,115373.04,72.13,6.81
24,male,high_school,BC,employed,construction,divorced,urban,6,45.2,19360.32,90.29,7.21
32,male,phd,BC,employed,tech,married,urban,17,31.3,51847.06,84.63,6.65
38,female,bachelors,Atlantic,employed,education,married,urban,19,29.2,65158.18,84.15,6.15
36,male,high_school,Ontario,employed,healthcare,divorced,suburban,20,32.8,50687.3,92.46,5.53
77,female,bachelors,Ontario,employed,education,divorced,suburban,63,36.1,103541.18,61.85,7.35
46,male,bachelors,Quebec,student,finance,married,urban,32,41.7,78279.06,72.51,6.84
42,female,bachelors,Quebec,employed,healthcare,single,urban,30,61.8,65926.38,76.5,5.73
50,female,bachelors,Ontario,employed,healthcare,single,urban,27,44.9,77299.07,83.21,5.83
66,male,bachelors,BC,employed,finance,married,urban,46,30.6,102054.2,72.2,7.96
49,female,high_school,Prairies,employed,tech,divorced,rural,37,37.1,51784.57,73.75,6.37
66,male,high_school,BC,employed,healthcare,married,suburban,45,31.7,84384.44,73.43,6.15
52,male,high_school,Prairies,employed,tech,divorced,suburban,32,21.1,90784.23,73.92,5.43
61,female,phd,Ontario,employed,retail,married,rural,42,39.6,87766.54,73.67,5.93
55,male,high_school,Atlantic,employed,education,married,urban,41,27.5,69921.5,77.57,5.18
43,female,masters,Prairies,student,education,married,urban,22,47.1,58449.98,76.96,5.8
28,male,high_school,Quebec,student,finance,married,suburban,6,37.1,31387.78,76.92,7.51
52,male,high_school,Atlantic,employed,finance,married,rural,32,41.9,71127.98,77.61,6.38
25,male,high_school,Ontario,employed,construction,married,urban,10,35.2,18460.48,86.23,7.0
63,female,high_school,Alberta,employed,education,divorced,suburban,46,47.4,75515.24,68.9,6.61
31,male,phd,Prairies,student,retail,divorced,suburban,5,55.1,50201.1,86.03,7.01
27,female,bachelors,Prairies,retired,finance,single,suburban,9,29.8,43222.96,89.51,7.31
19,male,masters,Atlantic,employed,retail,married,rural,0,40.6,-2567.31,78.7,8.08
63,male,masters,Alberta,employed,construction,single,rural,47,52.3,99995.53,72.54,5.93
26,female,bachelors,Alberta,unemployed,finance,single,rural,8,59.9,31344.67,86.21,7.42
20,female,bachelors,Ontario,student,healthcare,married,rural,2,48.2,8154.19,87.33,7.55
38,male,bachelors,Atlantic,employed,construction,married,rural,19,41.3,63216.86,85.26,6.21
43,female,bachelors,BC,unemployed,tech,single,rural,22,44.6,76704.82,70.66,6.45
25,male,high_school,Alberta,employed,education,single,suburban,7,31.8,21606.86,72.49,7.89
65,female,bachelors,Prairies,employed,tech,married,suburban,45,29.0,92248.96,63.13,6.19
19,female,bachelors,Alberta,employed,construction,married,urban,1,38.7,18314.65,93.15,8.06
23,female,high_school,Ontario,employed,education,married,urban,10,40.5,7355.02,85.61,7.22
45,female,bachelors,Ontario,unemployed,construction,divorced,urban,25,37.7,74349.77,77.97,5.06
70,male,masters,Prairies,unemployed,finance,single,rural,51,42.0,127100.77,77.72,7.43
46,female,bachelors,Prairies,student,tech,single,rural,27,39.1,72683.62,80.97,6.25
43,female,bachelors,Prairies,employed,construction,single,urban,22,53.0,63626.78,85.09,5.64
42,male,high_school,BC,employed,construction,divorced,urban,26,46.5,51833.09,80.06,6.31
29,male,masters,Prairies,employed,retail,single,rural,12,23.6,44812.05,74.82,7.39
22,female,bachelors,Atlantic,employed,construction,married,rural,7,35.3,14798.32,87.28,7.2
51,female,phd,Ontario,unemployed,finance,divorced,suburban,26,38.1,82177.11,72.65,6.01
65,male,phd,Ontario,employed,construction,single,urban,49,55.6,103503.4,67.17,6.55
54,female,masters,Alberta,employed,healthcare,divorced,rural,36,35.2,101388.99,77.56,5.44
32,female,high_school,Prairies,employed,tech,divorced,suburban,15,47.8,33801.33,73.33,6.34
61,male,high_school,BC,employed,tech,married,suburban,42,24.9,81407.77,69.31,6.34
53,male,masters,Atlantic,employed,healthcare,divorced,rural,32,35.7,87632.54,73.8,6.09
32,female,masters,Quebec,employed,education,married,rural,15,47.3,38302.09,87.63,6.66
60,male,masters,Alberta,student,finance,married,suburban,40,47.8,101703.56,83.6,6.8
65,male,bachelors,Atlantic,unemployed,healthcare,single,suburban,46,55.5,98788.9,60.68,7.03
40,female,bachelors,BC,employed,construction,married,rural,22,46.2,60367.9,81.69,6.35
23,female,high_school,Prairies,employed,retail,single,urban,4,48.7,3160.14,86.28,6.97
63,female,masters,BC,unemployed,finance,single,urban,43,36.8,95829.21,73.24,6.64
67,female,bachelors,Quebec,employed,healthcare,single,urban,51,42.3,79754.63,83.47,6.02
61,male,high_school,Atlantic,student,healthcare,married,urban,40,45.9,94525.1,65.78,5.79
76,male,high_school,BC,employed,tech,single,urban,54,50.5,113505.06,63.79,7.08
60,female,bachelors,Quebec,employed,tech,married,urban,37,36.1,89669.27,79.58,5.85
62,male,bachelors,Quebec,retired,tech,married,urban,37,40.5,102462.69,74.62,6.46
38,female,high_school,Atlantic,employed,finance,single,rural,19,43.2,43893.42,85.98,6.53
40,male,high_school,Quebec,employed,construction,married,suburban,20,49.3,44093.82,79.04,5.6
60,male,high_school,Atlantic,employed,education,single,suburban,34,44.2,78516.04,78.05,6.47
72,male,high_school,BC,employed,finance,single,suburban,54,29.6,98306.15,72.88,6.96
33,female,masters,Prairies,employed,tech,single,suburban,17,45.9,63146.01,85.77,5.78
64,male,bachelors,Ontario,employed,tech,divorced,urban,44,58.8,103245.24,81.49,7.5
70,male,bachelors,Ontario,employed,finance,married,rural,51,27.1,118432.47,70.56,6.71
77,male,masters,BC,retired,construction,divorced,suburban,60,59.6,109794.53,68.53,7.2
32,female,bachelors,Prairies,employed,construction,divorced,urban,12,36.0,36551.42,82.19,6.28
42,male,masters,Ontario,employed,healthcare,married,urban,23,32.3,83646.04,82.6,5.73
53,male,phd,Quebec,employed,healthcare,married,urban,36,35.1,101583.0,77.46,6.14
28,male,bachelors,BC,employed,tech,single,rural,9,39.3,42858.6,89.35,6.49
68,female,bachelors,BC,employed,tech,divorced,rural,50,39.8,102916.25,71.87,6.57
32,male,bachelors,Alberta,employed,education,married,rural,14,41.0,48516.88,86.34,6.08
21,male,masters,Alberta,retired,construction,single,suburban,4,22.3,27159.44,86.71,8.28
38,male,high_school,Alberta,employed,healthcare,married,suburban,15,45.5,48519.0,85.4,6.37
30,female,high_school,Atlantic,employed,education,married,rural,12,55.2,38771.92,86.12,6.44
39,female,masters,Prairies,unemployed,tech,single,rural,22,24.0,62280.36,79.98,5.14
36,female,masters,BC,employed,construction,married,rural,18,42.1,58972.38,78.88,5.84
51,female,bachelors,Alberta,student,tech,single,rural,37,28.9,83812.58,80.99,5.54
31,female,bachelors,BC,employed,education,divorced,urban,10,28.3,20654.85,88.96,6.41
78,male,high_school,Quebec,unemployed,education,single,suburban,59,49.2,92644.61,65.42,8.33
21,female,bachelors,Alberta,student,tech,married,urban,8,59.9,18709.52,82.41,7.82
65,female,masters,BC,student,retail,divorced,suburban,49,39.7,88104.19,78.67,6.37
70,female,high_school,Prairies,employed,tech,divorced,urban,49,48.2,83727.98,75.82,6.98
69,male,bachelors,Atlantic,student,healthcare,single,urban,49,15.5,110899.86,81.56,7.2
63,female,masters,Prairies,employed,construction,single,urban,42,29.8,87329.32,62.62,6.68
44,male,high_school,Prairies,unemployed,construction,single,rural,22,26.8,57940.17,78.22,6.48
46,female,masters,Alberta,employed,tech,divorced,urban,24,51.4,76021.69,75.12,6.01
64,male,bachelors,Prairies,employed,finance,single,urban,45,52.3,92677.56,62.67,6.76
45,male,masters,Atlantic,employed,tech,married,rural,24,50.2,83372.55,79.49,4.66
52,male,phd,Ontario,employed,retail,divorced,rural,37,44.4,90533.71,77.65,6.45
25,male,bachelors,Atlantic,employed,healthcare,single,suburban,6,26.6,23514.31,86.83,7.14
33,female,masters,Quebec,employed,tech,divorced,urban,14,30.1,43777.48,75.91,6.25
59,male,phd,Atlantic,employed,education,married,suburban,42,64.9,100548.25,76.67,6.35
53,male,phd,BC,unemployed,healthcare,married,suburban,34,26.8,98371.57,70.06,6.31
47,female,bachelors,Ontario,employed,healthcare,married,urban,30,27.4,70803.47,83.63,7.26
35,male,bachelors,Alberta,employed,retail,single,suburban,16,38.5,58057.36,88.16,6.55
19,female,high_school,BC,employed,construction,single,rural,0,51.6,10274.19,91.56,7.7
66,male,high_school,Atlantic,employed,education,divorced,rural,45,56.1,80321.4,68.76,6.49
30,male,bachelors,BC,employed,finance,single,urban,5,44.5,60618.51,85.92,7.07
21,female,high_school,Prairies,retired,tech,divorced,suburban,4,42.9,6753.11,85.73,6.49
43,female,bachelors,BC,employed,finance,single,urban,20,39.7,65683.69,83.16,6.24
42,male,bachelors,BC,unemployed,construction,married,rural,22,36.7,71711.38,87.46,6.57
47,female,masters,Atlantic,employed,education,single,urban,30,44.2,72755.11,84.89,5.9
28,female,masters,Quebec,student,healthcare,single,rural,5,37.0,35048.38,86.14,6.87
24,non_binary,high_school,Atlantic,employed,retail,single,rural,6,60.4,-9925.94,94.66,6.64
48,male,bachelors,Alberta,retired,retail,married,rural,27,26.1,60747.68,79.69,5.6
61,male,masters,Ontario,employed,healthcare,divorced,suburban,44,27.0,91592.75,61.16,5.88
27,female,high_school,Prairies,employed,retail,single,suburban,9,38.5,12993.87,92.9,7.28
56,female,high_school,Quebec,employed,finance,married,suburban,35,27.7,70151.94,75.73,6.44
30,male,masters,Ontario,employed,construction,single,suburban,16,53.0,44856.85,87.53,7.5
48,female,high_school,Ontario,employed,healthcare,single,rural,35,44.2,61346.75,76.02,6.19
24,male,masters,Quebec,employed,tech,married,rural,3,49.6,40823.06,94.3,6.49
80,female,masters,Prairies,student,tech,single,rural,62,32.6,116417.99,61.51,8.46
73,male,bachelors,Alberta,employed,education,single,suburban,56,23.6,101008.88,74.25,6.48
66,female,masters,Quebec,employed,construction,single,urban,52,43.6,93248.89,65.89,6.5
59,male,bachelors,Quebec,employed,construction,single,urban,35,44.7,82337.87,74.94,5.75
78,female,masters,Quebec,unemployed,healthcare,single,suburban,62,53.2,101465.76,72.91,7.47
59,female,masters,Prairies,employed,construction,married,suburban,38,40.5,99975.41,81.03,6.49
73,female,high_school,Quebec,employed,finance,married,suburban,53,44.4,95852.95,72.28,7.18
53,non_binary,bachelors,Quebec,employed,construction,single,suburban,35,50.5,79502.12,81.59,5.61
37,female,bachelors,BC,employed,healthcare,single,rural,20,38.7,45610.22,87.03,6.67
21,non_binary,high_school,BC,employed,healthcare,divorced,suburban,5,38.7,6309.53,86.72,8.61
71,male,phd,BC,retired,finance,married,rural,49,27.9,113987.31,71.4,6.91
24,male,bachelors,BC,employed,retail,single,suburban,7,42.9,20403.6,89.03,7.04
71,male,bachelors,Quebec,employed,finance,divorced,rural,55,30.5,108712.06,74.27,7.32
18,male,high_school,BC,unemployed,healthcare,married,rural,0,50.8,10063.99,95.81,7.57
61,female,bachelors,Ontario,employed,healthcare,divorced,rural,40,44.8,107705.5,73.08,6.21
73,male,masters,Alberta,employed,healthcare,divorced,suburban,54,27.2,104635.28,67.53,6.82
62,female,bachelors,BC,retired,healthcare,single,rural,41,32.9,99731.86,77.66,7.12
59,female,masters,Prairies,retired,education,single,suburban,40,41.2,88923.36,72.69,6.18
64,female,bachelors,Alberta,employed,retail,married,rural,45,27.1,82082.53,77.31,6.1
76,male,high_school,Atlantic,employed,healthcare,divorced,rural,59,45.8,107692.97,67.52,7.12
30,female,bachelors,Atlantic,retired,education,divorced,suburban,15,36.5,44329.5,82.47,5.55
72,male,high_school,Ontario,employed,construction,single,urban,51,34.0,91852.73,66.5,6.81
39,male,high_school,Alberta,employed,healthcare,married,suburban,19,60.6,48022.76,67.44,6.39
71,female,high_school,Alberta,employed,retail,single,urban,54,35.4,70362.67,68.49,6.71
38,female,masters,Ontario,employed,retail,married,suburban,26,54.2,62401.48,85.2,5.78
39,male,phd,Atlantic,retired,finance,divorced,rural,20,53.2,56752.54,94.36,6.6
45,female,high_school,BC,unemployed,education,married,suburban,28,53.8,54981.41,76.11,6.05
26,male,high_school,Ontario,employed,construction,divorced,urban,8,31.6,16725.61,85.09,8.14
43,male,high_school,Prairies,student,retail,married,rural,24,37.0,61276.86,76.66,5.76
26,male,masters,Ontario,employed,tech,single,suburban,6,50.3,55893.32,82.96,7.15
32,female,bachelors,Quebec,student,healthcare,single,suburban,16,38.2,27092.38,87.31,6.54
27,female,bachelors,Atlantic,employed,retail,single,rural,16,34.7,20490.97,84.45,6.8
41,male,bachelors,Quebec,employed,construction,married,urban,25,52.1,63269.21,77.18,6.57
75,male,bachelors,Atlantic,employed,construction,divorced,suburban,57,38.2,98983.35,69.22,7.25
74,female,high_school,Atlantic,employed,education,single,urban,55,50.7,79991.46,70.35,7.23
78,male,high_school,Alberta,employed,education,married,suburban,61,43.5,107271.4,62.51,7.6
59,male,high_school,BC,employed,education,married,suburban,41,37.0,77219.16,79.05,6.59
25,female,bachelors,BC,retired,finance,single,suburban,6,11.7,42877.99,95.54,8.03
41,male,masters,Atlantic,retired,construction,single,urban,20,37.3,61246.18,84.35,5.78
33,female,high_school,Atlantic,employed,healthcare,single,rural,16,47.6,36123.6,86.7,6.52
66,male,high_school,Quebec,student,tech,single,suburban,53,32.4,96227.19,59.36,6.73
43,female,masters,Prairies,retired,education,married,rural,26,25.8,61879.63,75.76,6.29
44,female,high_school,Ontario,unemployed,healthcare,divorced,suburban,22,42.4,44332.23,72.7,6.51
54,female,high_school,Atlantic,employed,education,divorced,suburban,34,33.1,59665.32,80.25,5.76
21,male,masters,Atlantic,student,education,married,urban,9,25.8,11424.14,93.7,7.61
67,female,bachelors,Ontario,employed,construction,divorced,rural,46,53.9,100987.55,72.62,7.03
41,female,bachelors,Ontario,employed,tech,married,rural,26,41.6,62725.72,79.54,5.9
36,female,masters,Prairies,employed,healthcare,married,urban,15,46.7,64698.19,81.47,6.47
53,female,bachelors,Prairies,employed,education,married,rural,33,31.8,81329.77,95.28,5.58
77,female,high_school,Ontario,retired,construction,divorced,suburban,62,38.1,90072.6,70.4,8.52
56,female,bachelors,Atlantic,unemployed,finance,married,suburban,39,47.6,83866.53,74.33,6.15
27,male,bachelors,Atlantic,student,education,married,rural,9,36.3,20630.13,88.85,7.7
42,male,phd,Ontario,student,construction,single,rural,22,17.5,75859.59,74.0,6.15
35,female,phd,Atlantic,employed,healthcare,single,rural,20,36.5,56004.7,86.06,6.76
36,male,bachelors,Prairies,unemployed,retail,divorced,urban,16,39.2,45389.79,81.54,6.55
53,non_binary,bachelors,Ontario,employed,education,single,rural,31,46.9,75880.56,78.53,6.49
27,female,high_school,Prairies,employed,finance,single,rural,10,40.3,29958.58,81.66,7.47
50,female,high_school,Atlantic,student,finance,single,suburban,30,35.1,58397.27,86.31,5.85
72,male,bachelors,Atlantic,employed,education,married,urban,53,33.2,102413.5,63.98,6.82
67,male,bachelors,Alberta,student,healthcare,single,rural,53,50.7,109421.06,68.69,6.99
22,female,bachelors,Quebec,employed,education,divorced,rural,0,51.2,16283.28,82.89,8.5
64,female,bachelors,Quebec,unemployed,finance,married,urban,45,25.6,84150.36,67.97,6.19
66,non_binary,masters,Prairies,employed,education,divorced,suburban,49,45.4,98678.67,70.11,6.21
52,male,masters,Ontario,employed,finance,divorced,urban,33,26.1,98674.24,76.65,5.42
61,male,bachelors,Quebec,employed,retail,divorced,suburban,38,49.5,82558.74,71.59,6.53
51,male,high_school,Atlantic,employed,education,divorced,rural,30,43.7,60505.33,79.34,6.06
50,female,masters,BC,employed,tech,divorced,rural,34,50.8,78780.57,88.97,6.02
72,male,masters,Ontario,employed,education,single,urban,55,45.6,110073.25,67.43,7.13
38,male,high_school,Prairies,unemployed,finance,single,rural,17,23.4,49792.85,79.5,6.48
34,male,bachelors,Atlantic,employed,healthcare,divorced,urban,21,42.7,43553.61,90.49,6.58
39,male,phd,Atlantic,employed,finance,divorced,urban,21,52.2,56388.54,76.86,6.51
65,non_binary,bachelors,BC,employed,retail,single,urban,50,54.0,100623.01,79.45,6.82
54,female,bachelors,Prairies,retired,healthcare,divorced,rural,34,26.7,78479.97,66.43,6.39
32,male,high_school,Ontario,retired,tech,single,suburban,19,34.0,47718.52,89.41,6.67
52,male,bachelors,Atlantic,employed,tech,divorced,rural,31,52.1,93288.72,71.67,6.08
45,male,bachelors,Alberta,employed,retail,divorced,suburban,30,41.0,90839.51,74.31,5.63
24,male,high_school,Atlantic,employed,retail,married,suburban,0,48.1,12253.22,89.57,7.04
49,male,bachelors,Alberta,employed,retail,divorced,suburban,35,41.6,75826.11,82.17,6.53
28,female,high_school,Alberta,employed,construction,married,rural,10,28.0,12471.55,89.47,6.58
27,male,bachelors,Ontario,employed,retail,divorced,suburban,8,44.7,15232.1,82.97,6.48
26,male,phd,Ontario,employed,education,married,rural,7,54.5,25271.26,91.12,7.48
31,male,bachelors,BC,employed,finance,single,rural,13,36.0,47094.67,80.63,7.01
30,female,bachelors,Atlantic,employed,construction,divorced,urban,6,40.7,26013.89,83.93,6.89
78,female,bachelors,Ontario,employed,education,single,rural,58,18.2,97420.84,63.12,7.96
74,female,high_school,Ontario,student,healthcare,married,rural,58,34.1,101041.56,66.85,6.29
79,female,phd,BC,student,tech,married,rural,64,41.0,120297.31,62.89,7.89
42,female,high_school,BC,student,tech,married,rural,20,37.5,56623.27,81.3,5.98
19,male,high_school,Atlantic,employed,healthcare,married,suburban,5,34.9,2649.24,82.83,7.75
52,female,bachelors,Prairies,employed,tech,single,suburban,29,29.2,77043.48,79.35,6.47
24,male,bachelors,Quebec,employed,retail,married,rural,7,24.4,14628.41,85.09,7.88
38,male,bachelors,Atlantic,employed,retail,divorced,rural,20,60.2,39439.07,76.73,5.94
35,female,high_school,Quebec,employed,construction,married,urban,15,48.2,39941.64,88.36,6.87
20,male,masters,Prairies,student,retail,single,suburban,6,44.8,27394.81,98.5,8.45
59,female,bachelors,Alberta,retired,healthcare,single,rural,40,34.7,98410.99,76.38,6.15
71,male,high_school,Atlantic,student,finance,divorced,urban,57,32.1,92853.75,70.0,6.93
78,female,bachelors,Ontario,unemployed,healthcare,single,urban,60,40.0,109517.45,64.06,7.76
56,female,high_school,BC,employed,finance,married,rural,36,26.4,81089.27,68.14,5.65
58,non_binary,bachelors,Atlantic,student,tech,divorced,urban,43,41.7,88929.38,76.88,5.6
66,female,bachelors,BC,retired,construction,divorced,urban,44,37.0,96344.34,62.98,7.79
28,female,masters,Alberta,employed,tech,single,urban,11,47.0,34092.16,88.32,6.89
56,female,high_school,BC,employed,tech,divorced,suburban,41,24.4,74919.27,66.15,5.21
41,male,high_school,Alberta,employed,finance,married,urban,20,42.1,55104.36,81.81,6.36
77,male,high_school,Prairies,employed,tech,married,urban,60,38.4,89336.4,72.83,7.79
63,female,high_school,Alberta,employed,healthcare,single,rural,47,44.1,87158.2,73.82,5.39
36,non_binary,high_school,Quebec,retired,finance,married,rural,20,32.0,46496.54,88.34,6.17
21,female,high_school,Atlantic,employed,retail,married,suburban,4,31.3,-23062.15,96.16,8.09
43,female,high_school,Alberta,unemployed,finance,single,rural,27,25.5,58416.85,80.2,6.41
55,female,bachelors,Atlantic,employed,healthcare,married,suburban,39,17.9,76626.68,84.47,5.93
59,male,bachelors,Prairies,employed,construction,single,urban,40,54.6,86509.1,72.19,5.68
49,male,high_school,Alberta,employed,healthcare,single,urban,29,60.0,58945.72,72.7,6.57
56,male,bachelors,Prairies,unemployed,healthcare,single,urban,38,42.6,88705.36,69.86,5.49
62,male,high_school,Quebec,employed,tech,divorced,rural,44,50.4,86750.99,77.17,7.3
63,female,bachelors,Ontario,retired,construction,married,suburban,45,31.1,88981.03,70.78,6.64
53,non_binary,bachelors,Prairies,unemployed,retail,married,rural,38,36.6,78980.0,73.83,5.6
57,female,high_school,Ontario,unemployed,construction,married,rural,38,39.4,80374.02,78.1,5.96
54,male,high_school,Prairies,retired,retail,single,suburban,33,35.2,55638.62,67.8,5.79
50,male,high_school,Alberta,retired,education,single,suburban,35,47.6,75339.42,90.32,6.07
53,male,masters,Ontario,employed,construction,married,suburban,37,44.2,83128.99,70.16,5.98
20,female,phd,Prairies,student,construction,married,urban,1,46.2,19090.27,92.28,8.2
26,male,high_school,Atlantic,employed,healthcare,married,rural,3,57.3,31018.24,89.51,7.15
25,male,bachelors,Prairies,employed,construction,married,rural,10,29.2,28697.34,86.48,7.19
50,male,high_school,Ontario,employed,tech,divorced,urban,29,28.4,82692.74,82.75,5.86
76,male,high_school,Atlantic,employed,finance,single,suburban,54,38.4,93703.84,70.92,7.78
23,female,high_school,Prairies,employed,tech,divorced,rural,10,41.5,20474.65,87.45,8.05
58,male,masters,Ontario,employed,healthcare,married,urban,42,50.6,96839.63,77.13,5.56
56,male,bachelors,Quebec,unemployed,tech,single,rural,37,42.1,87897.35,63.79,6.55
21,male,phd,BC,employed,construction,divorced,rural,3,31.3,30539.71,86.79,8.36
30,male,bachelors,Quebec,employed,healthcare,divorced,rural,13,20.9,31668.44,87.96,6.51
66,female,high_school,Ontario,student,construction,single,suburban,47,36.8,80771.71,67.5,6.42
77,female,masters,Alberta,employed,finance,divorced,suburban,61,46.6,115197.24,65.99,7.34
19,male,masters,Alberta,employed,finance,married,rural,5,30.9,30145.92,88.67,8.18
77,female,masters,BC,retired,retail,divorced,suburban,61,44.3,93539.34,57.86,7.17
22,male,bachelors,Ontario,employed,construction,divorced,urban,3,52.6,34880.91,92.95,8.14
61,female,high_school,Atlantic,employed,education,married,urban,43,22.0,86733.59,73.45,5.07
44,male,high_school,Prairies,unemployed,tech,married,rural,23,53.5,57808.01,73.71,6.02
49,male,high_school,Quebec,employed,education,divorced,urban,32,55.5,60787.88,86.84,5.88
38,female,bachelors,Atlantic,employed,tech,married,suburban,14,26.6,54906.54,82.95,5.99
25,female,phd,Quebec,student,retail,single,suburban,7,53.8,34001.61,88.4,7.49
55,female,bachelors,BC,employed,retail,single,urban,34,40.2,80011.23,74.72,6.08
25,male,masters,BC,employed,finance,married,rural,4,43.5,36856.55,96.73,7.37
67,male,high_school,BC,employed,finance,married,urban,49,19.8,84874.38,75.06,6.79
20,non_binary,bachelors,Atlantic,unemployed,construction,single,suburban,0,35.1,-4696.87,85.69,8.72
71,male,masters,Atlantic,unemployed,finance,single,rural,51,37.1,109680.58,58.42,8.02
61,male,bachelors,BC,student,construction,divorced,suburban,37,50.1,106822.87,76.2,5.79
78,male,bachelors,Atlantic,employed,tech,divorced,rural,59,36.1,107346.68,65.37,7.0
75,male,bachelors,BC,unemployed,construction,divorced,rural,65,32.3,107906.25,65.42,7.09
20,male,bachelors,Atlantic,unemployed,education,divorced,rural,4,28.7,13475.93,88.45,7.37
39,female,phd,BC,employed,education,single,suburban,21,39.5,53607.99,72.6,6.45
23,male,bachelors,Prairies,retired,finance,single,rural,4,40.5,38918.58,88.68,7.4
19,female,high_school,Prairies,student,retail,single,rural,0,47.9,-13235.79,88.35,8.28
40,male,bachelors,Quebec,employed,education,married,urban,22,30.2,52900.81,78.97,6.15
61,male,high_school,Quebec,unemployed,retail,single,urban,44,32.3,77845.27,73.13,6.54
19,female,bachelors,BC,unemployed,finance,married,suburban,4,53.2,8251.35,97.4,8.32
55,female,high_school,Quebec,employed,tech,married,rural,33,50.0,64376.43,73.51,5.65
34,female,masters,Atlantic,student,construction,married,urban,19,50.0,53655.16,89.86,5.6
52,female,masters,BC,unemployed,healthcare,divorced,suburban,36,21.7,84815.43,77.21,5.95
51,male,high_school,Prairies,unemployed,education,married,rural,25,30.3,76195.53,83.5,5.77
40,female,high_school,Alberta,employed,construction,single,suburban,17,42.3,46424.13,80.9,6.36
47,female,bachelors,Prairies,employed,construction,single,rural,24,41.0,66136.81,74.04,6.23
69,male,masters,Ontario,employed,finance,single,urban,54,33.5,112548.4,80.25,6.43
25,female,high_school,Prairies,unemployed,finance,single,rural,6,47.0,20460.57,92.29,7.57
39,female,high_school,Ontario,employed,construction,single,urban,20,41.0,42085.22,88.76,6.56
61,male,bachelors,Quebec,employed,education,single,rural,47,44.4,84249.41,75.81,5.69
75,male,bachelors,Prairies,employed,healthcare,married,rural,55,36.8,111347.56,67.52,6.69
53,male,high_school,Alberta,employed,tech,single,urban,35,32.3,82657.05,80.95,6.29
22,female,bachelors,Atlantic,unemployed,education,married,urban,0,46.5,14243.36,91.34,7.16
30,male,phd,Prairies,unemployed,construction,divorced,urban,14,44.0,37174.8,82.55,7.52
46,male,high_school,Atlantic,employed,tech,single,suburban,28,28.7,66486.04,81.15,5.88
48,male,bachelors,Prairies,employed,finance,divorced,urban,31,40.9,82525.16,76.29,6.43
64,female,high_school,Prairies,employed,construction,divorced,rural,48,36.4,78839.87,65.19,6.05
74,female,high_school,Atlantic,employed,construction,divorced,suburban,56,32.2,89431.9,67.3,6.85
72,female,high_school,Atlantic,student,education,single,suburban,52,39.1,78470.32,65.38,6.21
33,male,bachelors,BC,employed,tech,married,suburban,19,35.1,56118.96,94.51,6.36
59,female,masters,Prairies,employed,retail,divorced,suburban,45,37.9,74204.1,68.33,5.76
79,female,bachelors,Prairies,unemployed,retail,single,urban,61,55.1,101010.54,63.42,6.94
47,female,high_school,Alberta,retired,retail,married,rural,28,44.8,49914.97,75.55,5.97
74,male,high_school,Atlantic,retired,construction,divorced,rural,60,50.1,93520.86,71.51,7.83
72,male,bachelors,Atlantic,retired,tech,single,suburban,55,34.3,113023.02,69.66,6.6
33,female,high_school,Ontario,unemployed,retail,married,suburban,16,33.8,35130.87,93.54,6.46
29,male,high_school,Ontario,unemployed,finance,married,urban,13,45.3,37193.54,93.14,7.69
34,female,bachelors,Atlantic,student,construction,single,rural,15,19.0,47633.28,84.13,6.71
33,female,masters,Alberta,student,tech,divorced,urban,11,30.5,65180.08,78.58,6.35
29,female,high_school,Quebec,retired,finance,single,suburban,6,45.2,26021.65,87.48,6.26
25,female,bachelors,Prairies,employed,healthcare,divorced,suburban,4,43.1,31791.85,88.37,7.0
37,female,high_school,Quebec,employed,tech,single,suburban,21,35.3,35370.0,74.94,5.9
20,male,bachelors,Alberta,employed,retail,married,rural,4,41.4,6952.44,88.19,7.43
33,male,bachelors,Quebec,unemployed,retail,married,rural,16,34.2,49766.53,85.0,6.38
47,male,masters,Ontario,student,construction,married,suburban,26,51.8,79083.45,78.62,5.73
62,female,bachelors,BC,student,healthcare,married,rural,48,50.5,87448.46,67.51,5.44
40,male,bachelors,Quebec,employed,construction,married,suburban,29,28.3,57500.62,81.14,6.14
45,male,high_school,BC,employed,education,single,rural,22,28.8,56016.19,78.61,5.77
68,female,high_school,Quebec,retired,healthcare,single,rural,49,58.4,81826.91,72.44,6.36
57,female,bachelors,Alberta,employed,retail,single,suburban,36,37.0,72177.26,69.85,6.1
71,non_binary,masters,BC,employed,retail,divorced,rural,51,49.8,93702.58,74.66,6.6
22,female,bachelors,Quebec,unemployed,education,divorced,suburban,1,32.8,13370.25,90.88,7.69
37,female,bachelors,Alberta,employed,healthcare,married,urban,12,34.9,65127.04,75.79,6.29
57,female,high_school,Atlantic,employed,finance,married,rural,44,36.6,74207.56,75.75,6.01
73,non_binary,bachelors,Ontario,employed,healthcare,married,urban,55,44.9,89342.59,68.21,6.89
